STAR_OUT,TEAM_CITY,TEAM_NAME,BENEFICIARY,SCORE,DELTA_PTS,DELTA_AST,DELTA_REB,DELTA_MIN,N_WITHOUT,LOW_SAMPLE
Cameron Johnson,Brooklyn,Nets,D'Angelo Russell,6.2501087801087785,4.288461538461538,0.5064102564102564,1.1089743589743588,0.34626262626262516,12,False
Trae Young,Atlanta,Hawks,Dominick Barlow,6.24313725490196,0.5357142857142856,0.029761904761904767,-0.14880952380952395,5.826470588235294,6,False
Paul George,Philadelphia,76ers,Kyle Lowry,6.238790754073509,2.839901477832512,0.19211822660098532,0.8029556650246303,2.403815384615381,14,False
Nikola Jokic,Denver,Nuggets,Trey Alexander,6.222597402597404,1.377777777777778,0.3444444444444444,0.27777777777777773,4.222597402597404,10,False
Jamal Murray,Denver,Nuggets,DeAndre Jordan,6.208164076951535,2.0823529411764703,0.4274509803921569,1.9686274509803923,1.7297327044025153,15,False
Giannis Antetokounmpo,Milwaukee,Bucks,AJ Green,6.199053319919518,1.093896713615024,1.0645539906103285,0.886150234741784,3.1544523809523817,12,False
Jimmy Butler,Golden State,Warriors,Jackson Rowe,6.192500000000002,0.1499999999999999,0.3,1.0,4.7425000000000015,8,False
Anthony Davis,Los Angeles,Lakers,Shake Milton,6.158175626070641,1.6660412757973733,-0.009380863039399556,0.38086303939962485,4.120652173913042,41,False
Kawhi Leonard,Los Angeles,Clippers,Kevin Porter Jr.,6.146428571428575,2.641071428571429,0.17142857142857126,0.6339285714285716,2.700000000000003,35,False
Devin Vassell,San Antonio,Spurs,Sandro Mamukelashvili,6.132389525368252,2.561538461538462,0.3653846153846153,1.2346153846153847,1.9708510638297891,20,False
Norman Powell,Los Angeles,Clippers,Amir Coffey,6.131359890109889,2.5999999999999996,0.36923076923076914,0.2423076923076921,2.919821428571428,20,False
LeBron James,Los Angeles,Lakers,Gabe Vincent,6.04726344243023,1.9952153110047846,0.5956937799043063,-0.41746411483253576,3.8738184663536757,11,False
Malik Monk,Sacramento,Kings,Doug McDermott,6.046060606060607,0.821969696969697,0.35984848484848486,0.5227272727272727,4.341515151515152,16,False
Devin Booker,Phoenix,Suns,Josh Okogie,6.01443478260869,0.0,0.04545454545454547,0.9545454545454546,5.01443478260869,6,False
Keegan Murray,Sacramento,Kings,Domantas Sabonis,6.011190476190483,1.4095238095238116,0.3619047619047615,-0.1999999999999993,4.439761904761909,6,False
Luka Doncic,Dallas,Mavericks,P.J. Washington,5.986454602156288,3.3499999999999996,0.0431034482758621,0.5206896551724141,2.072661498708012,58,False
Desmond Bane,Memphis,Grizzlies,Jaylen Wells,5.9731611893583745,1.2777777777777786,-0.20833333333333348,0.48611111111111116,4.417605633802818,12,False
Devin Vassell,San Antonio,Spurs,Harrison Ingram,5.95090909090909,0.6753246753246753,0.24675324675324672,1.1688311688311688,3.8599999999999994,7,False
Bradley Beal,Phoenix,Suns,Devin Booker,5.928026124818578,3.762699564586356,0.2445573294629897,-0.1923076923076925,2.1130769230769246,26,False
LaMelo Ball,Charlotte,Hornets,Moussa Diabate,5.920017544419281,2.573734409391049,0.019075568598679427,0.4167278063096118,2.910479760119941,29,False
Donovan Mitchell,Cleveland,Cavaliers,Sam Merrill,5.895202336151703,2.3092224231464726,-0.01446654611211562,0.1971066907775767,3.4033397683397695,7,False
Herbert Jones,New Orleans,Pelicans,Trey Jemison III,5.8897094017094,1.3888888888888888,0.1111111111111111,0.8055555555555554,3.5841538461538445,18,False
Damian Lillard,Milwaukee,Bucks,AJ Green,5.883657577990669,0.4724637681159418,0.9239130434782608,0.8130434782608695,3.674237288135597,23,False
Anthony Davis,Los Angeles,Lakers,Jaxson Hayes,5.875333682641803,1.8378378378378377,0.09154315605928509,0.821272885789015,3.124679802955665,37,False
Malik Monk,Sacramento,Kings,Zach LaVine,5.873749999999999,0.6111111111111107,1.4583333333333335,0.36111111111111116,3.443194444444444,9,False
Jaylen Brown,Boston,Celtics,Jordan Walsh,5.860850748867991,0.690700104493208,0.08777429467084641,1.115987460815047,3.96638888888889,11,False
Julius Randle,Minnesota,Timberwolves,Joe Ingles,5.822605311355311,0.9938461538461537,0.6297435897435898,0.4420512820512821,3.756964285714285,13,False
Giannis Antetokounmpo,Milwaukee,Bucks,Delon Wright,5.7905,0.6666666666666667,1.5208333333333335,0.8750000000000001,2.7279999999999998,6,False
Dejounte Murray,New Orleans,Pelicans,Trey Jemison III,5.767597402597405,1.5178571428571428,0.1875,1.1696428571428572,2.8925974025974046,14,False
Norman Powell,Los Angeles,Clippers,Derrick Jones Jr.,5.738952864898819,2.769641495041954,0.1609458428680396,0.13272311212814625,2.675642414860679,19,False
Franz Wagner,Orlando,Magic,Anthony Black,5.732870451663249,2.2852941176470587,-0.11176470588235299,0.014705882352941124,3.5446351575456028,20,False
Brandon Ingram,New Orleans,Pelicans,CJ McCollum,5.7115027829313565,3.781818181818183,0.18181818181818166,-0.290909090909091,2.0387755102040828,55,False
Coby White,Chicago,Bulls,Jalen Smith,5.705784222514518,2.0489236790606657,-0.0606653620352251,1.471624266144815,2.245901639344263,7,False
Miles Bridges,Charlotte,Hornets,DaQuan Jeffries,5.7024562937062955,3.0654545454545454,-0.3545454545454546,0.7781818181818183,2.2133653846153862,11,False
Rui Hachimura,Los Angeles,Lakers,Gabe Vincent,5.657950759251062,1.2933436532507745,0.34133126934984515,-0.05030959752321995,4.073585434173662,19,False
Jrue Holiday,Boston,Celtics,Payton Pritchard,5.64911764705882,0.9862745098039216,0.7294117647058824,0.07843137254901933,3.854999999999997,12,False
Victor Wembanyama,San Antonio,Spurs,Blake Wesley,5.601899630541874,1.3771428571428572,0.24571428571428577,0.5028571428571428,3.476185344827588,35,False
Brandon Ingram,New Orleans,Pelicans,Daniel Theis,5.5913449843260175,1.1363636363636362,0.6191222570532916,1.5909090909090908,2.2449499999999993,29,False
De'Aaron Fox,San Antonio,Spurs,Victor Wembanyama,5.50141226215645,5.719696969696969,0.7575757575757573,0.5,-1.475860465116277,44,False
Julius Randle,Minnesota,Timberwolves,Luka Garza,5.486464733964733,1.4330484330484334,0.439696106362773,1.4377967711301043,2.1759234234234226,13,False
Damian Lillard,Milwaukee,Bucks,Pat Connaughton,5.477213203463201,2.791666666666667,0.08333333333333326,0.5178571428571428,2.0843560606060585,24,False
Cam Thomas,Brooklyn,Nets,Jalen Wilson,5.473801410105758,-0.5139353400222966,0.6577480490523966,0.8127090301003346,4.517279670975324,39,False
Kevin Durant,Phoenix,Suns,Tyus Jones,5.4675151515151486,3.086363636363636,0.1530303030303024,0.21212121212121193,2.0159999999999982,20,False
Jayson Tatum,Boston,Celtics,Al Horford,5.4656701856570775,3.3756097560975613,1.3658536585365855,-0.024390243902439046,0.7485970149253696,5,False
CJ McCollum,New Orleans,Pelicans,Elfrid Payton,5.449734848484846,-1.666666666666667,1.791666666666667,0.6666666666666665,4.65806818181818,8,False
Stephen Curry,Golden State,Warriors,Pat Spencer,5.4439133743630475,1.6331811263318115,0.10806697108066965,0.593607305936073,3.1090579710144937,9,False
De'Aaron Fox,San Antonio,Spurs,Chris Paul,5.438496503496508,1.7222222222222223,0.2727272727272725,1.666666666666667,1.7768803418803465,66,False
Kevin Durant,Phoenix,Suns,Bradley Beal,5.409528985507244,2.899621212121213,0.5549242424242427,0.5321969696969697,1.422786561264818,11,False
Franz Wagner,Orlando,Magic,Jonathan Isaac,5.406889317578969,1.6321678321678323,0.5398601398601398,1.0524475524475525,2.1824137931034446,22,False
Michael Porter Jr.,Denver,Nuggets,Spencer Jones,5.399682539682539,0.1428571428571428,0.26190476190476186,0.5238095238095238,4.47111111111111,6,False
Jayson Tatum,Boston,Celtics,Jaylen Brown,5.397948253131172,-1.2951219512195138,3.292682926829268,0.36829268292682915,3.0320945945945894,5,False
Rudy Gobert,Minnesota,Timberwolves,Luka Garza,5.373122822299653,1.7261904761904763,0.2690476190476191,0.9904761904761905,2.387408536585367,10,False
LaMelo Ball,Charlotte,Hornets,DaQuan Jeffries,5.361683627171376,2.2974137931034484,0.14762931034482762,1.1982758620689655,1.7183646616541353,32,False
Dejounte Murray,New Orleans,Pelicans,Kelly Olynyk,5.360676691729322,0.7142857142857135,0.2857142857142856,2.428571428571429,1.9321052631578937,21,False
Austin Reaves,Los Angeles,Lakers,Max Christie,5.3344637681159375,0.1374999999999993,1.1916666666666667,1.4791666666666665,2.526130434782605,5,False
Cameron Johnson,Brooklyn,Nets,Tyrese Martin,5.303924545369214,0.47761194029850706,0.15920398009950265,0.5432835820895523,4.123825042881652,15,False
Anthony Davis,Los Angeles,Lakers,Trey Jemison III,5.2463484848484825,2.212121212121212,0.2727272727272727,0.5,2.261499999999998,22,False
Anthony Davis,Los Angeles,Lakers,Gabe Vincent,5.246233488733487,2.221153846153846,0.1826923076923077,0.019230769230769384,2.8231565656565643,39,False
Damian Lillard,Milwaukee,Bucks,Chris Livingston,5.2449749373433585,0.8404761904761904,0.10238095238095238,0.4023809523809523,3.8997368421052636,20,False
LeBron James,Los Angeles,Lakers,Jarred Vanderbilt,5.156929046563191,1.4451219512195124,0.6951219512195121,-0.7469512195121952,3.763636363636362,8,False
RJ Barrett,Toronto,Raptors,Immanuel Quickley,5.138777056277053,1.2532467532467528,3.7770562770562774,0.7380952380952381,-0.629621212121215,14,False
P.J. Washington,Dallas,Mavericks,Klay Thompson,5.106586924532266,2.3126760563380273,-0.14366197183098595,0.7591549295774649,2.1784179104477595,10,False
Jamal Murray,Denver,Nuggets,Michael Porter Jr.,5.104287054409007,3.7804878048780495,1.0619136960600375,-0.6266416510318944,0.8885272045028145,13,False
Paolo Banchero,Orlando,Magic,Kentavious Caldwell-Pope,5.076351106480335,2.588140161725068,0.5471698113207548,-0.20700808625336942,2.1480492196878807,35,False
RJ Barrett,Toronto,Raptors,Jamal Shead,4.998166666666669,2.84375,1.1124999999999998,-0.15625,1.198166666666669,20,False
Anthony Davis,Dallas,Mavericks,Dante Exum,4.989166666666667,2.833333333333333,0.08333333333333348,-0.08333333333333326,2.1558333333333337,24,False
Andrew Wiggins,Miami,Heat,Kevin Love,4.942287735849056,2.2237196765498655,0.34366576819407013,1.2486522911051214,1.1262499999999989,53,False
De'Aaron Fox,San Antonio,Spurs,Sandro Mamukelashvili,4.941253386161199,1.8283582089552235,0.14593698175787728,1.0223880597014925,1.9445701357466056,67,False
Jayson Tatum,Boston,Celtics,Luke Kornet,4.937380560884258,1.3726591760299627,-0.02621722846441954,0.5580524344569282,3.032886178861787,6,False
Norman Powell,Los Angeles,Clippers,Mo Bamba,4.92047619047619,1.547619047619048,0.7,0.2285714285714282,2.444285714285714,7,False
Nikola Jokic,Denver,Nuggets,Russell Westbrook,4.904859848484847,2.404166666666667,0.33333333333333304,0.6416666666666666,1.5256931818181805,12,False
LaMelo Ball,Charlotte,Hornets,Miles Bridges,4.842375415282392,1.5978682170542626,1.0862403100775189,1.3711240310077528,0.7871428571428574,24,False
Jalen Williams,Oklahoma City,Thunder,Cason Wallace,4.833584229390681,1.810483870967742,-0.5725806451612905,0.196236559139785,3.3994444444444447,8,False
Evan Mobley,Cleveland,Cavaliers,Ty Jerome,4.820795795795796,3.121621621621621,-1.0555555555555554,-0.05555555555555536,2.8102852852852855,9,False
Keyonte George,Utah,Jazz,Cody Williams,4.812047101449273,0.6399999999999997,-0.25111111111111106,0.8177777777777777,3.6053804347826066,9,False
Tyrese Maxey,Philadelphia,76ers,Paul George,4.7804791154791095,1.416666666666666,2.7045454545454546,1.2803030303030303,-0.6210360360360418,6,False
Cade Cunningham,Detroit,Pistons,Paul Reed,4.7801089700996675,1.3853820598006648,-0.33056478405315615,1.2524916943521596,2.4727999999999994,7,False
DeMar DeRozan,Sacramento,Kings,Alex Len,4.776013513513513,1.0599999999999998,0.14,0.32000000000000006,3.2560135135135138,5,False
Bilal Coulibaly,Washington,Wizards,Patrick Baldwin Jr.,4.698335115864531,1.627450980392157,-0.14705882352941177,0.03921568627450989,3.178727272727275,6,False
Josh Hart,New York,Knicks,Pacome Dadiet,4.695869218500798,1.487878787878788,-0.07575757575757576,0.6818181818181819,2.601929824561404,5,False
Miles Bridges,Charlotte,Hornets,Josh Green,4.66803863432165,0.5559523809523812,0.40714285714285725,0.6833333333333331,3.021610062893078,15,False
Zach LaVine,Chicago,Bulls,Lonzo Ball,4.662235350856035,-0.22068965517241335,-0.46206896551724164,-0.26206896551724146,5.607062937062931,15,False
Paul George,Philadelphia,76ers,Andre Drummond,4.5967159097466705,-0.9176356589147288,-0.14631782945736432,-0.30813953488372103,5.968808933002485,24,False
Norman Powell,Los Angeles,Clippers,Ivica Zubac,4.581598591549306,3.0380281690140833,0.313380281690141,0.0077464788732406475,1.222443661971841,20,False
Norman Powell,Los Angeles,Clippers,Kris Dunn,4.5475602730602755,-1.2813852813852806,0.4025974025974026,0.8441558441558441,4.58219230769231,21,False
Jayson Tatum,Boston,Celtics,Torrey Craig,4.527892156862744,-0.38235294117647056,0.47647058823529415,1.6529411764705881,2.780833333333332,5,False
Anthony Davis,Dallas,Mavericks,Klay Thompson,4.516003252262445,1.1221719457013588,0.5531674208144797,0.8291855203619911,2.0114783653846153,68,False
Zach LaVine,Chicago,Bulls,Jevon Carter,4.515606060606061,0.3333333333333335,0.3194444444444445,0.24722222222222223,3.6156060606060603,40,False
Rui Hachimura,Los Angeles,Lakers,LeBron James,4.493797888386126,1.367647058823529,0.8382352941176467,0.4362745098039209,1.8516410256410296,12,False
Andrew Wiggins,Miami,Heat,Duncan Robinson,4.489974350056515,1.1285714285714281,0.9142857142857141,0.5107142857142859,1.9364029214850866,56,False
Jrue Holiday,Boston,Celtics,Neemias Queta,4.484676079734216,0.5,0.28682170542635665,1.5484496124031004,2.1494047619047585,12,False
Cameron Johnson,Brooklyn,Nets,Tosan Evbuomwan,4.483716117216112,0.45535714285714235,0.9821428571428572,0.26785714285714324,2.7783589743589694,14,False
Damian Lillard,Milwaukee,Bucks,Tyler Smith,4.483081196581196,1.0683760683760686,0.14102564102564102,-0.012820512820512775,3.2864999999999993,18,False
Dennis Schroder,Brooklyn,Nets,Ben Simmons,4.481396825396822,1.0317460317460316,0.33333333333333304,-1.3730158730158735,4.489333333333331,18,False
Coby White,Chicago,Bulls,Patrick Williams,4.462314388120843,0.04761904761904745,1.2222222222222223,0.5000000000000004,2.6924731182795725,6,False
Zach LaVine,Chicago,Bulls,Dalen Terry,4.454831959182165,1.4336895034569452,0.3079824010056569,0.44186046511627897,2.2712995896032844,37,False
Keegan Murray,Sacramento,Kings,DeMar DeRozan,4.443398268398265,3.6471861471861473,-0.556277056277056,0.054112554112554445,1.298376623376619,6,False
Darius Garland,Cleveland,Cavaliers,Isaac Okoro,4.4388095238095255,0.7015873015873018,-0.3587301587301588,-0.1428571428571428,4.238809523809525,5,False
Norman Powell,Los Angeles,Clippers,Nicolas Batum,4.411768968456946,2.652173913043478,-0.38188405797101443,-0.09057971014492772,2.2320588235294103,20,False
RJ Barrett,Toronto,Raptors,Garrett Temple,4.405579710144929,0.015873015873015817,0.36507936507936506,-0.047619047619047616,4.072246376811596,18,False
Bilal Coulibaly,Washington,Wizards,Johnny Davis,4.367878787878787,1.127659574468085,0.9113475177304966,-0.03900709219858156,2.3678787878787864,6,False
Paul George,Philadelphia,76ers,Guerschon Yabusele,4.339888888888891,0.8744047619047617,0.43452380952380953,0.2077380952380956,2.823222222222224,35,False
Jamal Murray,Denver,Nuggets,Peyton Watson,4.328824552160162,-0.7081138040042152,0.016859852476290627,-0.40042149631190727,5.420499999999993,13,False
Tyrese Maxey,Philadelphia,76ers,Jalen Hood-Schifino,4.289047619047619,-0.33333333333333304,1.047619047619048,0.9285714285714286,2.646190476190476,6,False
Devin Booker,Phoenix,Suns,Kevin Durant,4.265343018563359,5.621428571428574,-0.15000000000000036,-1.10952380952381,-0.09656174334140388,7,False
Austin Reaves,Los Angeles,Lakers,Armel Traore,4.21725,1.1600000000000001,0.16,1.5999999999999999,1.29725,5,False
Franz Wagner,Orlando,Magic,Gary Harris,4.182628665259206,3.373563218390805,0.14942528735632177,-0.2701149425287356,0.929755102040815,6,False
Domantas Sabonis,Sacramento,Kings,DeMar DeRozan,4.174849315068495,1.6109589041095873,1.308219178082192,0.13287671232876708,1.1227945205479486,10,False
Zach LaVine,Sacramento,Kings,Malik Monk,4.137397163120569,2.414893617021278,0.5904255319148932,0.13741134751773032,0.9946666666666673,47,False
Zach LaVine,Chicago,Bulls,Talen Horton-Tucker,4.114541806020066,-0.18227424749163834,0.08862876254180585,-0.028428093645485042,4.236615384615384,39,False
Kyle Kuzma,Milwaukee,Bucks,Pat Connaughton,4.105852187028658,-0.7250712250712255,0.264957264957265,0.5883190883190883,3.97764705882353,54,False
Trey Murphy III,New Orleans,Pelicans,Brandon Boston Jr.,4.091361111111112,1.738888888888889,0.3833333333333331,0.23888888888888893,1.7302500000000016,10,False
Brandon Miller,Charlotte,Hornets,Tidjane Salaun,4.071284629981026,0.7972350230414742,0.7649769585253456,0.3410138248847918,2.168058823529414,35,False
Kyle Kuzma,Milwaukee,Bucks,Damian Lillard,4.038553140096617,1.8543478260869577,1.1369565217391306,-0.25869565217391344,1.3059444444444424,46,False
Damian Lillard,Milwaukee,Bucks,Gary Trent Jr.,4.036525423728813,2.139830508474576,0.1560734463276836,0.2810734463276834,1.4595480225988702,24,False
Evan Mobley,Cleveland,Cavaliers,Dean Wade,4.017067448680348,-0.2624633431085046,0.27712609970674484,0.12756598240469152,3.874838709677416,11,False
Norman Powell,Los Angeles,Clippers,Bones Hyland,4.016376811594203,2.505434782608696,0.1630434782608695,0.3695652173913043,0.9783333333333335,8,False
Cade Cunningham,Detroit,Pistons,Jalen Duren,3.991341463414633,1.1411149825783973,0.17421602787456436,1.0818815331010452,1.5941289198606263,7,False
Jaren Jackson Jr.,Memphis,Grizzlies,Desmond Bane,3.9584250709737887,1.2328767123287676,-0.13698630136986267,1.37573385518591,1.4868008048289738,7,False
Paul George,Philadelphia,76ers,Jared McCain,3.946243686868688,2.474747474747474,0.6363636363636362,1.7121212121212122,-0.8769886363636346,11,False
Victor Wembanyama,San Antonio,Spurs,Tre Jones,3.9153133903133868,1.7407407407407405,-0.35185185185185164,0.4629629629629628,2.063461538461535,6,False
Evan Mobley,Cleveland,Cavaliers,Sam Merrill,3.9110569985570054,2.4401154401154406,0.37518037518037506,0.6277056277056277,0.4680555555555621,9,False
Davion Mitchell,Miami,Heat,Duncan Robinson,3.9084302156177193,0.9166666666666661,0.9085858585858588,0.45959595959595934,1.623581730769235,55,False
Jamal Murray,Denver,Nuggets,Christian Braun,3.90820028011203,2.3117647058823536,0.14873949579831924,0.7521008403361344,0.6955952380952226,14,False
